text_after_cleaning,text,tweet_id,clean_tweets
tshela abantu basegoli bagodukesifuna ukubhukuda ebhishi lethu,Tshela abantu baseGoli bagoduke...sifuna ukubhukuda ebhishi lethu 😭 https://t.co/nS0nZseBrS,tweet_1213388205678043139,tshela abantu basegoli bagodukesifuna ukubhukuda ebhishi lethu 😭
imagine people bazokhuluma noma ungenzanga lutho,"@malusi_February Imagine, people bazokhuluma noma ungenzanga lutho 😭",tweet_1235834241310552065,imagine people bazokhuluma noma ungenzanga lutho 😭
tholukuthi umama wakhe ulala ngekabishi njalo uze aphiwe omakhelwane irice,Tholukuthi uMama wakhe ulala ngekabishi njalo😭😭😭😭 uze aphiwe omakhelwane iRice,tweet_1231581736989007880,tholukuthi umama wakhe ulala ngekabishi njalo😭😭😭😭 uze aphiwe omakhelwane irice
nami angazi oe futhi anginendaba akahlale la ethanda khona ugal,"@Mazi_Tjiane Nami angazi oe, futhi anginendaba, akahlale la ethanda khona ugal 😂",tweet_1498957772876046337,nami angazi oe futhi anginendaba akahlale la ethanda khona ugal 😂
leli gama elithi bhusende ngisanda kuthola ukuthi abanye bacabanga ukuthi lisho ubunqunu,@sipesipe Leli gama elithi “bhusende” ngisanda kuthola ukuthi abanye bacabanga ukuthi lisho ubunqunu. 💀,tweet_1466101403521269765,leli gama elithi bhusende ngisanda kuthola ukuthi abanye bacabanga ukuthi lisho ubunqunu 💀
lendlela idlula la nawe uzodlula la sonke sizo dlula,Lendlela idlula la 🎶 Nawe uzodlula la 🎶 Sonke sizo dlula 🎶 https://t.co/Er6M0DL5tv,tweet_1259204728946413568,lendlela idlula la 🎶 nawe uzodlula la 🎶 sonke sizo dlula 🎶
the calm kuleya clap back kodwa jesu uphathisana ngemini heart attack uoi,The calm kuleya clap back kodwa Jesu uphathisana ngemini heart attack uO®i 😭😭😂😂 https://t.co/hSRzRUB6GE,tweet_1480253798589341699,the calm kuleya clap back kodwa jesu uphathisana ngemini heart attack uo®i 😭😭😂😂
abantu in my flat baphuma nama camp chairs nama cooler box i wonder kubhekwephi,Abantu in my flat baphuma nama camp chairs nama cooler box🤔😂 I wonder kubhekwephi,tweet_1271752451880824835,abantu in my flat baphuma nama camp chairs nama cooler box🤔😂 i wonder kubhekwephi
ngicela ukuphinda ngedlulise okukhulu ukubonga kini muzi wakwethu ngaphandle kokudela kwenu ubothongo ubungeke uqopheke lo mlando silishaye lenanelwa yizihosha icilongo nezakwethu nagqisha ngobuningi benu kurawondi wakwethu sabiza kwaba mnandi you made ️,"Ngicela ukuphinda ngedlulise okukhulu ukubonga kini muzi wakwethu. Ngaphandle kokudela kwenu ubothongo ubungeke uqopheke lo mlando. Silishaye lenanelwa yizihosha icilongo nezakwethu, nagqisha ngobuningi benu kurawondi wakwethu. Sabiza kwaba mnandi. YOU made #Ingomabusuku. 🙏🏽♥️",tweet_1414106100731875328,ngicela ukuphinda ngedlulise okukhulu ukubonga kini muzi wakwethu ngaphandle kokudela kwenu ubothongo ubungeke uqopheke lo mlando silishaye lenanelwa yizihosha icilongo nezakwethu nagqisha ngobuningi benu kurawondi wakwethu sabiza kwaba mnandi you made 🙏🏽♥️
ngenyanga elandelayo wafona wathi abamlinde estobhini sebhasi nebhara ey basho nabo bathi ay kshuthi kyanyiwake namhlanje igrosa kanti unkabi udakiwe unya amaphepha kzolandwa yena ngebhara,"Ngenyanga elandelayo wafona wathi abamlinde estobhini sebhasi nebhara, ey basho nabo bathi ay kshuthi kyanyiwake namhlanje igrosa, kanti unkabi udakiwe unya amaphepha kzolandwa yena ngebhara🤣",tweet_1342117572083384324,ngenyanga elandelayo wafona wathi abamlinde estobhini sebhasi nebhara ey basho nabo bathi ay kshuthi kyanyiwake namhlanje igrosa kanti unkabi udakiwe unya amaphepha kzolandwa yena ngebhara🤣
wasnt sbonga struggling to raise r last week njengoba esezokhokhela ipi,Wasn't Sbonga struggling to raise R3000 last week njengoba esezokhokhela i-PI? 😂🤣 #GomoraMzansi,tweet_1379128179244290055,wasnt sbonga struggling to raise r3000 last week njengoba esezokhokhela ipi 😂🤣
are lobola negotiations an essential beku bel die polisie kureportwa abantu abajoggayo nabelungu bama braai graduations got cancelled sonke shleli emakhaya akfundwa and akusetshenzwa yini le engaka ebaluleke ngamalobola,"😂😂😂 are lobola negotiations an essential? Beku “Bel Die Polisie” kureportwa abantu abajoggayo nabelungu bama braai, graduations got cancelled, sonke shleli emakhaya akfundwa and akusetshenzwa. Yini le engaka ebaluleke ngamalobola? https://t.co/4R65uNkDmP",tweet_1246148600402452480,😂😂😂 are lobola negotiations an essential beku bel die polisie kureportwa abantu abajoggayo nabelungu bama braai graduations got cancelled sonke shleli emakhaya akfundwa and akusetshenzwa yini le engaka ebaluleke ngamalobola
yeyi amahloni angakwembatha lapho ungafisa kuvuleke umhlaba ungene ucashe,@ndumnyandu Yeyi amahloni angakwembatha lapho 😂😂😂 ungafisa kuvuleke umhlaba ungene ucashe,tweet_1374253164619304961,yeyi amahloni angakwembatha lapho 😂😂😂 ungafisa kuvuleke umhlaba ungene ucashe
ngzogcina ngaso ngsaphuthuma lokhu okunye,@SCN_Nkosi Ngzogcina ngaso ngsaphuthuma lokhu okunye😂🤣,tweet_1324450746725748737,ngzogcina ngaso ngsaphuthuma lokhu okunye😂🤣
bazalwane umoya wami uthintekile ifoni yami ayina sound ningabona ngibhala ningaze nicabange ukuthi kuhle konke ngine stress angazi ngiyithinephi ngithandaziseni ilunge,"@ulibolokuqala #UliboLokuqala @Phindi_P_ bazalwane umoya wami uthintekile ifoni yami ayina sound, ningabona ngibhala, ningaze nicabange ukuthi kuhle konke ngine stress 😥 Angazi ngiyithinephi ngithandaziseni ilunge",tweet_1433619163919048722,bazalwane umoya wami uthintekile ifoni yami ayina sound ningabona ngibhala ningaze nicabange ukuthi kuhle konke ngine stress 😥 angazi ngiyithinephi ngithandaziseni ilunge
abantu baphila impilo yobu mnyama,Abantu baphila iMpilo yobu Mnyama 💔💔💔💔 https://t.co/0QJx6PcgJa,tweet_1236231103947640837,abantu baphila impilo yobu mnyama 💔💔💔💔
bafo kunzima kodwa kuyajwayeleka,@MthandeniNene Bafo kunzima kodwa kuyajwayeleka 🙌🏼,tweet_1443174286907293708,bafo kunzima kodwa kuyajwayeleka 🙌🏼
khona othe kdbs last goals from were penalties ngabe iqiniso yini and futhi niyawa shweba nina,@_BhekumuziG Khona othe KDBs last 5 goals from 6 were penalties ngabe iqiniso yini? 👀And futhi niyawa shweba Nina,tweet_1309172267864264704,khona othe kdbs last 5 goals from 6 were penalties ngabe iqiniso yini 👀and futhi niyawa shweba nina
besekuboshwa mina kunanantu abanjengawe‍️,@somkheleomkhulu @IamThobani Besekuboshwa mina kunanantu abanjengawe😂😂🤦🏾‍♂️,tweet_1323522961266089984,besekuboshwa mina kunanantu abanjengawe😂😂🤦🏾‍♂️
without a doubt uwena nje engingakuthembi,"@LadyCountess_ Without a doubt, uwena nje engingakuthembi 😂😂",tweet_1488815380588077057,without a doubt uwena nje engingakuthembi 😂😂
i want to say yes but zovele uhambe ungabuyi wena bese siyaphenikha futhi,I want to say yes but zovele uhambe ungabuyi wena bese siyaphenikha futhi. 😩 https://t.co/HVke4xzbJ3,tweet_1514823820334571521,i want to say yes but zovele uhambe ungabuyi wena bese siyaphenikha futhi 😩
lol kahle wena ngizovala amagents,@Nokwazi48643474 Lol kahle wena 😂😂 ngizovala amaGents,tweet_1419677919979479040,lol kahle wena 😂😂 ngizovala amagents
we have an assignment due tomorrow morning at am and my friend just sent me a text saying mazwi kahle kahle kudingeka ipipi uma sekukanje ingqondo yami ikhathele aibo the friends i keep,"We have an assignment due tomorrow morning at 8am, and my friend just sent me a text saying: ""Mazwi, kahle kahle kudingeka ipipi uma sekukanje, ingqondo yami ikhathele."" 🤣😭😅🥺😂 Aibo, the friends I keep 🚮.",tweet_1277352486412652544,we have an assignment due tomorrow morning at 8am and my friend just sent me a text saying mazwi kahle kahle kudingeka ipipi uma sekukanje ingqondo yami ikhathele 🤣😭😅🥺😂 aibo the friends i keep 🚮
ncoah ngiyabonga sweetheartnawe nje umuhle darling,@MbaliK90 @dollar_mashesha Ncoah ngiyabonga sweetheart🥰🥰nawe nje umuhle darling,tweet_1305405006120718336,ncoah ngiyabonga sweetheart🥰🥰nawe nje umuhle darling
and futhi wena ungamisa namabhanoyi,@ZuzileMkhize And futhi wena ungamisa namabhanoyi!!! 🤣🤣🤣🤣🤣🤣🤣🤣,tweet_1384605313207255044,and futhi wena ungamisa namabhanoyi 🤣🤣🤣🤣🤣🤣🤣🤣
indaba zabantu ababili azingenwa im unblocked futhi,Indaba zabantu ababili azingenwa... I’m unblocked futhi🔥🔥🥺🔥🙏🙏..,tweet_1336663879770890241,indaba zabantu ababili azingenwa im unblocked futhi🔥🔥🥺🔥🙏🙏
lol this is so true abanye ewave empsiya etafuleni labo to greet umjita esimaziyo basusa i yabo my friend wavele washopa i wababiza ngama pedophile wathi badla underage,"@Mthigo_ Lol this is so true abanye eWave (EMP)siya etafuleni labo to greet umjita esimaziyo basusa i15 yabo, my friend wavele washopa i18 wababiza ngama pedophile wathi badla underage 💀",tweet_1477664583938625539,lol this is so true abanye ewave empsiya etafuleni labo to greet umjita esimaziyo basusa i15 yabo my friend wavele washopa i18 wababiza ngama pedophile wathi badla underage 💀
thando musani ukushwebisa ezinye iyngane sibheka obaby mama la,"@daisythando Thando Musani Ukushwebisa Ezinye Iyngane, Sibheka Obaby Mama La, 😅😅",tweet_1277158397666897920,thando musani ukushwebisa ezinye iyngane sibheka obaby mama la 😅😅
hheyi mina kade ngaybona lento,Hheyi mina kade ngaybona lento 😭,tweet_1457822331343151117,hheyi mina kade ngaybona lento 😭
ngake ngadlula netaxi kade ngidakwe backstage isasetown driver wathi angehle khona useshayisile yena,@Qbone411 Ngake ngadlula neTaxi kade ngidakwe Backstage (isasetown) 😂😂 driver wathi angehle khona useshayisile yena,tweet_1250381688842174466,ngake ngadlula netaxi kade ngidakwe backstage isasetown 😂😂 driver wathi angehle khona useshayisile yena
ayikuphumanga lendaba yokuhlala phansi in assembly,@ma_khumaloe Ayikuphumanga lendaba yokuhlala phansi in assembly 😂,tweet_1300302667231657984,ayikuphumanga lendaba yokuhlala phansi in assembly 😂
lalela siyozinja sobabili you know how petty i can be,"@Nhlaka_Shimz @eThekwiniM Lalela siyozinja sobabili, you know how petty I can be 🤣🤣🤣",tweet_1494407256238174225,lalela siyozinja sobabili you know how petty i can be 🤣🤣🤣
plus ugqoma ngekhanda ngampela la,Plus ugqoma ngekhanda ngampela la😭😭😭 https://t.co/NgctIZeV1u,tweet_1231985276949536770,plus ugqoma ngekhanda ngampela la😭😭😭
baba sekhaya uyangizwela kodwa,@Thabane_Chamane @h_sibeko Baba sekhaya uyangizwela kodwa😩🥺,tweet_1393882501937090564,baba sekhaya uyangizwela kodwa😩🥺
sunday nje ekhishini kuvele kuphume imagic,@Gatsheni_omkhul Sunday nje ekhishini kuvele kuphume imagic😂,tweet_1533474026722668546,sunday nje ekhishini kuvele kuphume imagic😂
a person like uzodwa osho nomayini ngabe kuyini le ahluleka kuyisho manje,"A person like uZodwa osho nomayini, ngabe kuyini le ahluleka kuyisho manje?😂😂",tweet_1293081986861617152,a person like uzodwa osho nomayini ngabe kuyini le ahluleka kuyisho manje😂😂
nkosiyami bake bamuqondise nje kancane,@iamthobani Nkosiyami bake bamuqondise nje kancane 😂😂,tweet_1527167141874745344,nkosiyami bake bamuqondise nje kancane 😂😂
not my lil sistaz righting versace sunglasses kwi list yezibizo‍️ kahle kahle bafuna ukungixoshela umendo laba ngyabona,Not my Lil sistaz righting Versace sunglasses kwi list yezibizo🤣🤣🤣🤣🙆🏾‍♀️ Kahle Kahle bafuna ukungixoshela umendo Laba ngyabona.,tweet_1499371648612544515,not my lil sistaz righting versace sunglasses kwi list yezibizo🤣🤣🤣🤣🙆🏾‍♀️ kahle kahle bafuna ukungixoshela umendo laba ngyabona
angikaze ngiyidle lento ngaphinde ngabona la yenziwa khona,"Angikaze ngiyidle lento, ngaphinde ngabona la yenziwa khona 🤮🤮🤮 https://t.co/mqMUFM2QOP",tweet_1335906616571518976,angikaze ngiyidle lento ngaphinde ngabona la yenziwa khona 🤮🤮🤮
uyakwaz ukuba i mawthanda,@Vodacom uyakwaz ukuba i🍑 mawthanda! 🤞,tweet_1545753363937218560,uyakwaz ukuba i🍑 mawthanda 🤞
ophuzela ekhaya sizibukela ama movie nd chilling,@MbaliK90 Ophuzela ekhaya sizibukela ama movie nd chilling?5🍷🍺🤔,tweet_1317371273861881858,ophuzela ekhaya sizibukela ama movie nd chilling5🍷🍺🤔
bengafunukusala njengoba esebhimbile ethi ilembe‍️,@kinishandu Bengafunukusala njengoba esebhimbile ethi iLembe🤦🏾‍♂️,tweet_1372492388355223552,bengafunukusala njengoba esebhimbile ethi ilembe🤦🏾‍♂️
haibo i just got paid my uif kodwa ngyasebenza,Haibo I just got paid my UIF kodwa ngyasebenza 😭❤.,tweet_1313506343861604354,haibo i just got paid my uif kodwa ngyasebenza 😭❤
ey kumnandi kakhulu eshowe kodwa angifuni ukungasho,"Ey Kumnandi kakhulu eShowe kodwa, angifuni ukungasho 🔥",tweet_1454762951370489858,ey kumnandi kakhulu eshowe kodwa angifuni ukungasho 🔥
angeke ngilidle noma ingayinto yokugcina esele ‍️‍️,@CjCele @lindz_malindz Angeke ngilidle noma Ingayinto yokugcina esele 🙅‍♀️🙅‍♀️🤧,tweet_1271519349292048385,angeke ngilidle noma ingayinto yokugcina esele 🙅‍♀️🙅‍♀️🤧
ngeke oe mina ngine ngane encane mele ngingagugi,"@crafts_dinaledi Ngeke oe, mina ngine ngane encane mele ngingagugi 😂",tweet_1517955588684197892,ngeke oe mina ngine ngane encane mele ngingagugi 😂
sebafuna ukudla kahle lama billion,Sebafuna ukudla kahle lama billion🤣🤣🤣🤣🤣🤞🤞 https://t.co/32PE3zE8lj,tweet_1283438790749683715,sebafuna ukudla kahle lama billion🤣🤣🤣🤣🤣🤞🤞
ukuthi nikhohlakele why kunicika lokho,@Madedela_Ndlovu Ukuthi nikhohlakele why kunicika lokho?🙈,tweet_1304126794258427904,ukuthi nikhohlakele why kunicika lokho🙈
bafwethu la south beach ngathi friday or saturday ziyawa strong awuuu cooperleaf estate kanti anisayiqedi yini indlu yami,Bafwethu la South Beach ngathi Friday or Saturday 😓 ziyawa strong.. Awuuu Cooperleaf Estate kanti anisayiqedi yini indlu yami 😑😏👀,tweet_1495850424385036293,bafwethu la south beach ngathi friday or saturday 😓 ziyawa strong awuuu cooperleaf estate kanti anisayiqedi yini indlu yami 😑😏👀
ngihlezi ngihleka kodwa okwanamhlanje kudlulele ebalekela u,Ngihlezi ngihleka kodwa okwanamhlanje kudlulele #Brutus ebalekela u #Shaka #TheQueenMzansi 😂😂😂😂,tweet_1273694768338481163,ngihlezi ngihleka kodwa okwanamhlanje kudlulele ebalekela u 😂😂😂😂
ziyasha ubenosuku oluhle bhuti wami,@TheLegitIcon2 😊😊 ziyasha. Ubenosuku oluhle bhuti wami,tweet_1419547699884527618,😊😊 ziyasha ubenosuku oluhle bhuti wami
my gf uthi uzikhumbule itory zeweekend ebengizixoxa mengkade ngyophuza ngyamtshela ukuthi akhululeke this weekend ngzonyamalala ngbuye nestory sotshwala,My gf uthi uzikhumbule itory zeweekend ebengizixoxa meng'kade ngyophuza. Ngyamtshela ukuthi akhululeke this weekend ngzonyamalala ngbuye nestory sotshwala😂😂😂😂,tweet_1307971894440792064,my gf uthi uzikhumbule itory zeweekend ebengizixoxa mengkade ngyophuza ngyamtshela ukuthi akhululeke this weekend ngzonyamalala ngbuye nestory sotshwala😂😂😂😂
peter drury ungbulala kakhulu,@andile_mlacash Peter Drury ung’bulala kakhulu 😂😂😂 https://t.co/sOejSVfUm4,tweet_1283103699498340354,peter drury ungbulala kakhulu 😂😂😂
ejondi ngavele uwe umjondolo ezwakale uj wonke utholakele ekhala,Ejondi?😭😭😭 Ngavele uwe umjondolo ezwakale uJ wonke uTholakele ekhala🤣 https://t.co/H9txg3Molj,tweet_1255012635478802432,ejondi😭😭😭 ngavele uwe umjondolo ezwakale uj wonke utholakele ekhala🤣
aw ngeke dadewethu ngiyawkhuza lowomoya phuma lapho,Aw ngeke Dadewethu 😂😂 ngiyaw’khuza lowomoya phuma lapho https://t.co/4djwLYWaj9,tweet_1535925559078883328,aw ngeke dadewethu 😂😂 ngiyawkhuza lowomoya phuma lapho
angikho toxic phela mina,Angikho toxic phela mina. 😂😂 https://t.co/vWCS8ZUMnR,tweet_1438433604292550657,angikho toxic phela mina 😂😂
kuphilwa ngenye indlela easia imagine uphila ngokuvikana nestimela nje everyday,Kuphilwa ngenye indlela eAsia😂😂😂😂😂😂 imagine uphila ngokuvikana nestimela nje everyday,tweet_1215985086409117696,kuphilwa ngenye indlela easia😂😂😂😂😂😂 imagine uphila ngokuvikana nestimela nje everyday
ngilwile mina makhulukhulu futhi ngizalwa,@Sgoloza_Esmehlo Ngilwile mina Makhulukhulu futhi ngizalwa😂😂😂,tweet_1380210999169576964,ngilwile mina makhulukhulu futhi ngizalwa😂😂😂
ay mina ngiyarelater lana i was so so sure kuthi angimane ngiyeke konke,@Mpumelelo_M1 ay mina ngiyarelater lana 😩😩😩I was so so sure kuthi angimane ngiyeke konke https://t.co/nl4V0NmYJq,tweet_1282675563166076930,ay mina ngiyarelater lana 😩😩😩i was so so sure kuthi angimane ngiyeke konke
looool hahahha hhayi awufuni ukuthi siyeke ukukhuluma leligama,"@Mbatha_Dumi @Boongane @LandNoli Looool hahahha 🤣 🤣 🤣 🤣 🤣, hhayi awufuni ukuthi siyeke ukukhuluma leligama.",tweet_1235262657038553088,looool hahahha 🤣 🤣 🤣 🤣 🤣 hhayi awufuni ukuthi siyeke ukukhuluma leligama
ngishaya kanye mina indoda iqwishe,@Sgoloza_Esmehlo 😂😂😂 ngishaya kanye mina indoda iqwishe 😂,tweet_1459441396285325312,😂😂😂 ngishaya kanye mina indoda iqwishe 😂
wangizwisa siyajola nje umtwami qha finish,@SisandaSigidi @IndodaEqotho Wangizwisa siyajola nje umtwami qha finish 😀,tweet_1553725097755680768,wangizwisa siyajola nje umtwami qha finish 😀
ngiright sis wami ngyathokoza ukbona onunye wamamboma on my tl,"@ZammySikhakhane ngiRight sis wami, ngyathokoza ukbona onunye wamaMboma on my TL 🙂",tweet_1214862905520377857,ngiright sis wami ngyathokoza ukbona onunye wamamboma on my tl 🙂
le nabelungu yini nje intemate ngesizulu,@MlamuliKaSompis @Hermoso_Nisi Le! Nabelungu! Yini nje intemate ngesiZulu🤣???,tweet_1218126681698897921,le nabelungu yini nje intemate ngesizulu🤣
awu sukanini madoda kodwa niyalwenza usuku bafwethu asihlangane phakathi kwamabili ohlelweni kwesikabhadakazi,"Awu sukanini madoda, kodwa niyalwenza usuku bafwethu 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Asihlangane phakathi kwamabili ohlelweni Kwesikabhadakazi #UkhoziFM #LuhambaPhambili #Tshatha #ispheshethwa #makhathakhatha @ukhozi_fm https://t.co/kzdbHvbsbu",tweet_1386761123911847937,awu sukanini madoda kodwa niyalwenza usuku bafwethu 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 asihlangane phakathi kwamabili ohlelweni kwesikabhadakazi
ngicela sishayele i weekend ihlombe actually september wonke uyawukhumbula mhlaka september,@SiyaMhlongoSA @ThisIsSelby @ukhozi_fm Ngicela sishayele I Weekend ihlombe 🙌👏actually September wonke Uyawukhumbula Mhlaka 04 September #UkhozifmDrive #326,tweet_1442485763397099520,ngicela sishayele i weekend ihlombe 🙌👏actually september wonke uyawukhumbula mhlaka 04 september
